,title,type,episodes,score,members,favorites,genre,studio,rating,demographic,theme,popularity,source,rank
511,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,1,7.38,"160,987",497,Action,Sunrise,R - 17+ (violence & profanity),N/A,Mecha,#1077,Original,#2012
512,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,Movie,1,7.38,"3,923",5,Drama,add some,G - All Ages,Seinen,Historical,#7650,Manga,#2013
513,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,Movie,1,7.38,"3,439",2,Adventure,Shin-Ei Animation,PG - Children,N/A,N/A,#7983,Manga,#2014
514,Fairy Tail Movie 1: Houou no Miko,Movie,1,7.38,"183,544",448,Action,Satelight,PG-13 - Teens 13 or older,Shounen,N/A,#956,Manga,#2015
515,Fate/stay night Movie: Unlimited Blade Works,Movie,1,7.38,"190,764",776,Action,Studio Deen,PG-13 - Teens 13 or older,N/A,N/A,#921,Visual novel,#2016
516,Fuyu no Sonata,TV,26,7.38,"21,635",62,Drama,Studio Comet,PG-13 - Teens 13 or older,N/A,N/A,#3822,Other,#2017
517,Garo: Honoo no Kokuin,TV,24,7.38,"130,028",408,Action,MAPPA,R - 17+ (violence & profanity),N/A,Demons,#1303,Original,#2018
518,Gatchaman Crowds: Embrace,Special,1,7.38,"16,148",11,Adventure,Tatsunoko Production,PG-13 - Teens 13 or older,N/A,N/A,#4346,Unknown,#2019
519,Grimm Meisaku Gekijou,TV,24,7.38,"3,868",20,Adventure,Nippon Animation,G - All Ages,Kids,N/A,#7673,Other,#2020
520,Handa-kun,TV,12,7.38,"229,271",665,Comedy,Diomedéa,PG-13 - Teens 13 or older,Shounen,N/A,#767,Manga,#2021
521,Hori-san to Miyamura-kun,OVA,6,7.38,"90,286",417,Comedy,Gonzo,PG-13 - Teens 13 or older,Shounen,School,#1723,Web manga,#2022
522,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,Movie,1,7.38,"13,359",16,Sci-Fi,OLM,G - All Ages,Shounen,Super Power,#4681,Game,#2023
523,Kamichu!,TV,12,7.38,"54,009",224,Comedy,Brain's Base,G - All Ages,N/A,N/A,#2380,Original,#2024
524,Karakurizoushi Ayatsuri Sakon,TV,26,7.38,"10,288",49,Horror,TMS Entertainment,R - 17+ (violence & profanity),Shounen,N/A,#5199,Manga,#2025
525,Kemonozume,TV,13,7.38,"64,362",410,Action,Madhouse,R+ - Mild Nudity,N/A,Demons,#2149,Original,#2026
526,Lodoss-tou Senki,OVA,13,7.38,"56,028",473,Action,Madhouse,R - 17+ (violence & profanity),Shounen,N/A,#2329,Novel,#2027
527,Mai-Otome 0: S.ifr,OVA,3,7.38,"13,561",30,Sci-Fi,Sunrise,R+ - Mild Nudity,N/A,N/A,#4640,Original,#2028
528,Meikyuu Black Company,TV,12,7.38,"105,713",462,Comedy,SILVER LINK.,PG-13 - Teens 13 or older,N/A,N/A,#1517,Manga,#2029
529,Minami-ke Natsuyasumi,OVA,1,7.38,"16,596",5,Comedy,feel.,PG-13 - Teens 13 or older,N/A,N/A,#4304,Manga,#2030
530,Mugen no Juunin: Immortal,ONA,24,7.38,"62,124",254,Action,LIDENFILMS,R - 17+ (violence & profanity),Seinen,Historical,#2199,Manga,#2031
531,Nanatsu no Umi no Tico,TV,39,7.38,"4,810",18,Adventure,Nippon Animation,G - All Ages,N/A,N/A,#7053,Original,#2032
532,Net-juu no Susume Special,Special,1,7.38,"87,738",63,Comedy,Signal.MD,PG-13 - Teens 13 or older,N/A,Game,#1763,Web manga,#2033
533,Nihon Animator Mihonichi,ONA,35,7.38,"33,958",105,Action,Sunrise,R+ - Mild Nudity,N/A,Mecha,#3043,Original,#2034
534,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,Special,1,7.38,"26,612",16,Comedy,J.C.Staff,G - All Ages,Josei,N/A,#3455,Manga,#2035
535,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,7.38,"172,033",184,Comedy,AIC Build,PG-13 - Teens 13 or older,N/A,N/A,#1005,Light novel,#2036
536,Re:␣Hamatora,TV,12,7.38,"151,076",382,Comedy,Lerche,R - 17+ (violence & profanity),N/A,Super Power,#1160,Original,#2037
537,Sakigake!! Otokojuku,TV,34,7.38,"11,113",76,Action,Toei Animation,R - 17+ (violence & profanity),Shounen,Martial Arts,#5040,Manga,#2038
538,Shakugan no Shana Movie,Movie,1,7.38,"58,668",49,Action,J.C.Staff,PG-13 - Teens 13 or older,N/A,N/A,#2260,Light novel,#2039
539,Sketchbook: Full Color's,TV,13,7.38,"26,369",165,Comedy,Hal Film Maker,G - All Ages,N/A,N/A,#3469,4-koma manga,#2040
540,Soukyuu no Fafner: Dead Aggressor - Exodus,TV,13,7.38,"19,739",71,Action,Xebec,PG-13 - Teens 13 or older,N/A,Mecha,#3964,Original,#2041
541,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Movie,1,7.38,"12,947",39,Action,Xebec,PG-13 - Teens 13 or older,N/A,Mecha,#4718,Original,#2042
542,Sweat Punch,OVA,5,7.38,"34,927",181,Action,Studio 4°C,R+ - Mild Nudity,N/A,Historical,#2993,Original,#2043
543,Taiho Shichau zo The Movie,Movie,1,7.38,"7,270",12,Action,Studio Deen,PG-13 - Teens 13 or older,Shounen,Police,#5995,Manga,#2044
544,Tennis no Ouji-sama: Sonzoku Yama no Hi,OVA,1,7.38,"14,854",20,Adventure,Production I.G,PG-13 - Teens 13 or older,Shounen,N/A,#4483,Manga,#2045
545,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,OVA,1,7.38,"118,922",115,Action,Seven Arcs Pictures,PG-13 - Teens 13 or older,Shounen,Harem,#1390,Manga,#2046
546,Un-Go,TV,11,7.38,"135,953",577,Mystery,Bones,R - 17+ (violence & profanity),N/A,N/A,#1262,Novel,#2047
547,Wan Jie Fa Shen,ONA,54,7.38,"1,243",18,Adventure,Ruo Hong Culture,PG-13 - Teens 13 or older,N/A,Martial Arts,#10536,Original,#2048
548,Whistle!,TV,39,7.38,"12,808",68,Sports,Studio Comet,G - All Ages,Shounen,School,#4741,Manga,#2049
549,Wu Geng Ji Zhi San Jie,ONA,42,7.38,"1,805",8,Action,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,N/A,Historical,#9638,Manga,#2050
550,Minami-ke Okawari,TV,13,7.34,"67,367",47,Comedy,asread.,PG-13 - Teens 13 or older,N/A,School,#2077,Manga,#2201
551,Mini Dragon,ONA,13,7.34,"38,561",59,Comedy,Kyoto Animation,PG-13 - Teens 13 or older,N/A,N/A,#2831,Manga,#2202
552,Nanbaka,TV,13,7.34,"271,135","1,717",Action,Satelight,PG-13 - Teens 13 or older,N/A,N/A,#625,Web manga,#2203
553,Nitaboh,Movie,1,7.34,"8,336",15,Historical,add some,PG - Children,N/A,Historical,#5669,Unknown,#2204
554,Nogizaka Haruka no Himitsu: Finale,OVA,4,7.34,"33,873",47,Comedy,Diomedéa,PG-13 - Teens 13 or older,N/A,N/A,#3049,Unknown,#2205
555,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,Movie,1,7.34,"54,621",23,Action,Toei Animation,PG-13 - Teens 13 or older,Shounen,N/A,#2367,Manga,#2206
556,One Punch Man 2nd Season Specials,Special,6,7.34,"92,779",109,Action,J.C.Staff,R - 17+ (violence & profanity),N/A,Parody,#1695,Web manga,#2207
557,Oushitsu Kyoushi Heine Movie,Movie,1,7.34,"18,391",36,Comedy,Tear Studio,PG-13 - Teens 13 or older,N/A,Historical,#4102,Manga,#2208
558,Pale Cocoon,OVA,1,7.34,"63,579",215,Drama,Studio Rikka,PG-13 - Teens 13 or older,N/A,N/A,#2163,Original,#2209
559,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Movie,1,7.34,"162,129",180,Adventure,OLM,PG - Children,Kids,N/A,#1069,Game,#2210
560,Pokemon Movie 23: Koko,Movie,1,7.34,"11,824",14,Action,OLM,PG - Children,Kids,Game,#4927,Game,#2211
561,Rakuen Tsuihou,Movie,1,7.34,"87,168",263,Action,Graphinica,R+ - Mild Nudity,N/A,Mecha,#1772,Original,#2212
562,Robotics;Notes,TV,22,7.34,"164,871",556,Drama,Production I.G,PG-13 - Teens 13 or older,N/A,Mecha,#1044,Visual novel,#2213
563,Rozen Maiden (2013),TV,13,7.34,"69,641",204,Action,Studio Deen,PG-13 - Teens 13 or older,Seinen,N/A,#2023,Manga,#2214
564,Saber Marionette J,TV,25,7.34,"28,100",176,Action,Studio Junio,PG-13 - Teens 13 or older,Shounen,Harem,#3366,Original,#2215
565,Seitokai no Ichizon,TV,12,7.34,"175,790",660,Comedy,Studio Deen,PG-13 - Teens 13 or older,N/A,Harem,#979,Light novel,#2216
566,Shin Chou Kyou Ryo: Condor Hero,TV,26,7.34,"8,105",29,Adventure,Nippon Animation,PG-13 - Teens 13 or older,N/A,Historical,#5736,Novel,#2217
567,Shoukoushi Cedie,TV,43,7.34,"3,508",13,Drama,Nippon Animation,G - All Ages,Shoujo,N/A,#7929,Novel,#2218
568,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,OVA,13,7.34,"6,939",28,Action,Madhouse,PG-13 - Teens 13 or older,Seinen,Space,#6115,Unknown,#2219
569,Speed Grapher,TV,24,7.34,"100,697",542,Action,Gonzo,R+ - Mild Nudity,N/A,Super Power,#1587,Original,#2220
570,Steamboy,Movie,1,7.34,"70,469",127,Action,Studio 4°C,PG-13 - Teens 13 or older,N/A,Historical,#2009,Original,#2221
571,"Tokyo Ghoul: ""Jack""",OVA,1,7.34,"207,446",352,Action,Studio Pierrot,R - 17+ (violence & profanity),Seinen,School,#840,Manga,#2222
572,Trinity Seven Movie 2: Heavens Library to Crimson Lord,Movie,1,7.34,"82,221",149,Action,Seven Arcs Pictures,PG-13 - Teens 13 or older,Shounen,Harem,#1843,Manga,#2223
573,Yasashii Suisei,Music,1,7.34,"1,360",6,Music,add some,R - 17+ (violence & profanity),N/A,Music,#10342,Music,#2224
574,Moonlight Mile 2nd Season: Touch Down,TV,14,7.33,"4,423",10,Adventure,Studio Hibari,R+ - Mild Nudity,N/A,Space,#7307,Manga,#2225
575,Mushibugyou,TV,26,7.33,"79,846",168,Action,Seven Arcs Pictures,PG-13 - Teens 13 or older,Shounen,Historical,#1870,Manga,#2226
576,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,1,7.33,"167,645",100,Action,Studio Pierrot,PG-13 - Teens 13 or older,Shounen,Martial Arts,#1027,Manga,#2227
577,"Omoi, Omoware, Furi, Furare",Movie,1,7.33,"48,911",201,Drama,A-1 Pictures,PG-13 - Teens 13 or older,Shoujo,School,#2510,Manga,#2228
578,Owaranai Seraph,Special,9,7.33,"74,938",224,Comedy,Wit Studio,PG-13 - Teens 13 or older,Shounen,Police,#1938,Manga,#2229
579,Owaranai Seraph: Nagoya-hen,Special,4,7.33,"44,998",65,Comedy,Wit Studio,PG-13 - Teens 13 or older,Shounen,Parody,#2623,Manga,#2230
580,Quanzhi Fashi IV,ONA,12,7.33,"21,776",61,Action,Shanghai Foch Film and TV Culture Investment,PG-13 - Teens 13 or older,N/A,School,#3821,Web manga,#2231
581,Rurouni Kenshin Special,Special,1,7.33,"17,416",23,Action,Studio Deen,PG-13 - Teens 13 or older,Shounen,Historical,#4214,Manga,#2232
582,Shinrei Tantei Yakumo,TV,13,7.33,"120,312",512,Horror,Bee Train,PG-13 - Teens 13 or older,N/A,N/A,#1376,Novel,#2233
583,Shokugeki no Souma: Gou no Sara,TV,13,7.33,"377,118","1,043",Gourmet,J.C.Staff,PG-13 - Teens 13 or older,Shounen,School,#432,Manga,#2234
584,Slayers Great,Movie,1,7.33,"17,616",13,Adventure,J.C.Staff,PG-13 - Teens 13 or older,Shounen,N/A,#4192,Light novel,#2235
585,Strike Witches: Road to Berlin,TV,12,7.33,"19,451",63,Action,David Production,PG-13 - Teens 13 or older,N/A,Military,#3992,Original,#2236
586,Tales of Zestiria the Cross 2nd Season,TV,13,7.33,"140,522",198,Action,ufotable,PG-13 - Teens 13 or older,N/A,N/A,#1225,Game,#2237
587,Towa no Quon 1: Utakata no Kaben,Movie,1,7.33,"68,138",108,Action,Bones,PG-13 - Teens 13 or older,N/A,Super Power,#2066,Original,#2238
588,True Tears,TV,13,7.33,"196,498",856,Drama,P.A. Works,PG-13 - Teens 13 or older,N/A,School,#898,Original,#2239
589,Uchuu Show e Youkoso,Movie,1,7.33,"22,816",40,Adventure,A-1 Pictures,G - All Ages,N/A,Space,#3725,Original,#2240
590,Yuan Long,ONA,16,7.33,"2,097",17,Action,add some,PG-13 - Teens 13 or older,N/A,N/A,#9257,Novel,#2241
591,"Yuyushiki: Komarasetari, Komarasaretari",OVA,1,7.33,"10,735",12,Comedy,Kinema Citrus,PG-13 - Teens 13 or older,N/A,School,#5112,4-koma manga,#2242
592,Zettai Karen Children,TV,51,7.33,"41,740",110,Action,SynergySP,PG-13 - Teens 13 or older,Shounen,N/A,#2702,Manga,#2243
593,Amagami SS,TV,25,7.33,"322,926","2,009",Comedy,AIC,PG-13 - Teens 13 or older,N/A,School,#513,Visual novel,#2244
594,Ansatsu Kyoushitsu: 365-nichi no Jikan,Movie,1,7.33,"84,942",121,Action,Lerche,PG-13 - Teens 13 or older,Shounen,School,#1795,Manga,#2245
595,Bamboo Blade,TV,26,7.33,"82,882",264,Comedy,AIC ASTA,PG-13 - Teens 13 or older,Seinen,School,#1824,Manga,#2246
596,Black Jack the Movie,Movie,1,7.33,"10,894",24,Drama,Tezuka Productions,R - 17+ (violence & profanity),N/A,N/A,#5089,Manga,#2247
597,Busou Renkin,TV,26,7.33,"158,677",791,Action,Xebec,PG-13 - Teens 13 or older,Shounen,School,#1092,Manga,#2248
598,Cardcaptor Sakura: Kero-chan ni Omakase!,Movie,1,7.33,"28,967",32,Comedy,Madhouse,G - All Ages,Shoujo,N/A,#3312,Manga,#2249
599,Detective Conan OVA 02: 16 Suspects,OVA,1,7.33,"14,807",10,Adventure,TMS Entertainment,PG-13 - Teens 13 or older,Shounen,Police,#4487,Manga,#2250
600,Potemayo,TV,12,7.30,"15,170",57,Comedy,J.C.Staff,PG-13 - Teens 13 or older,Seinen,School,#4453,4-koma manga,#2401
601,Senjou no Valkyria 3: Tagatame no Juusou,OVA,2,7.30,"14,245",14,Action,A-1 Pictures,PG-13 - Teens 13 or older,N/A,Military,#4551,Game,#2402
602,Shikabane Hime: Kuro,TV,12,7.30,"70,679",106,Action,Gainax,R - 17+ (violence & profanity),Shounen,N/A,#2003,Manga,#2403
603,Shin Chou Kyou Ryo: Condor Hero II,TV,26,7.30,"3,467",5,Adventure,Nippon Animation,PG-13 - Teens 13 or older,N/A,Historical,#7950,Novel,#2404
604,Shin Chou Kyou Ryo: Condor Hero III,TV,26,7.30,"2,551",5,Action,Nippon Animation,PG-13 - Teens 13 or older,N/A,Historical,#8751,Novel,#2405
605,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,Movie,1,7.30,"4,398",6,Fantasy,Toei Animation,G - All Ages,N/A,N/A,#7326,Original,#2406
606,Tales of the Abyss,TV,26,7.30,"113,886",517,Adventure,Sunrise,PG-13 - Teens 13 or older,N/A,N/A,#1428,Game,#2407
607,Tenchi Muyou! Ryououki 3rd Season,OVA,6,7.30,"18,557",43,Action,AIC,R+ - Mild Nudity,Shounen,Harem,#4080,Original,#2408
608,The Animatrix,OVA,9,7.30,"69,278",206,Action,Madhouse,R - 17+ (violence & profanity),N/A,N/A,#2038,Other,#2409
609,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",Special,1,7.30,"7,600",8,Comedy,A-1 Pictures,PG-13 - Teens 13 or older,N/A,Music,#5876,Game,#2410
610,Tiger Mask Nisei,TV,33,7.30,"5,271",11,Action,Toei Animation,R - 17+ (violence & profanity),N/A,N/A,#6798,Manga,#2411
611,Uma Musume: Pretty Derby (TV),TV,13,7.30,"102,021",397,Comedy,P.A. Works,PG-13 - Teens 13 or older,N/A,N/A,#1569,Game,#2412
612,Wu Shang Shen Di,ONA,64,7.30,"1,625",9,Action,Ruo Hong Culture,PG-13 - Teens 13 or older,N/A,N/A,#9923,Novel,#2413
613,Zoku Touken Ranbu: Hanamaru,TV,12,7.30,"24,493",127,Action,Doga Kobo,PG-13 - Teens 13 or older,N/A,Historical,#3592,Game,#2414
614,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,Special,1,7.29,"69,784",58,Action,Bones,PG-13 - Teens 13 or older,N/A,N/A,#2021,Web manga,#2415
615,Mobile Suit Gundam SEED Special Edition,Special,3,7.29,"9,715",15,Action,Sunrise,R - 17+ (violence & profanity),N/A,Mecha,#5310,Original,#2416
616,Naruto: Shippuuden Movie 1,Movie,1,7.29,"243,599",260,Action,Studio Pierrot,PG-13 - Teens 13 or older,Shounen,N/A,#714,Manga,#2417
617,Saber Marionette J to X,TV,26,7.29,"13,101",36,Action,Hal Film Maker,PG-13 - Teens 13 or older,N/A,Harem,#4700,Unknown,#2418
618,Sekikashita Kusanagi,ONA,1,7.29,"9,801",87,Comedy,add some,G - All Ages,N/A,N/A,#5298,Original,#2419
619,Shinryaku! Ika Musume Specials,Special,2,7.29,"21,330",12,Comedy,Diomedéa,G - All Ages,N/A,N/A,#3850,Unknown,#2420
620,Shounen Maid,TV,12,7.29,"71,853",280,Comedy,8bit,PG-13 - Teens 13 or older,Shoujo,N/A,#1980,Manga,#2421
621,Slayers: The Motion Picture,Movie,1,7.29,"21,857",24,Adventure,J.C.Staff,PG-13 - Teens 13 or older,Shounen,N/A,#3805,Light novel,#2422
622,Strawberry Panic,TV,26,7.29,"122,888","1,654",Drama,Madhouse,PG-13 - Teens 13 or older,N/A,School,#1356,Other,#2423
623,Tetsuwan Birdy Decode: The Cipher,OVA,1,7.29,"20,044",11,Action,A-1 Pictures,PG-13 - Teens 13 or older,N/A,N/A,#3949,Manga,#2424
624,The Sky Crawlers,Movie,1,7.29,"49,667",253,Drama,Production I.G,PG-13 - Teens 13 or older,N/A,Military,#2480,Novel,#2425
625,To LOVE-Ru OVA,OVA,6,7.29,"153,945",257,Comedy,Xebec,R+ - Mild Nudity,Shounen,Harem,#1135,Manga,#2426
626,Wagamama☆Fairy Mirumo de Pon!,TV,172,7.29,"16,436",108,Adventure,Studio Hibari,G - All Ages,N/A,School,#4321,Manga,#2427
627,Xian Wang de Richang Shenghuo,ONA,15,7.29,"132,588",991,Adventure,Haoliners Animation League,PG-13 - Teens 13 or older,N/A,Demons,#1292,Light novel,#2428
628,Yeon-ae Halujeon,ONA,10,7.29,"7,532",13,Romance,LICO,PG-13 - Teens 13 or older,N/A,N/A,#5920,Original,#2429
629,Air Gear Special,Special,1,7.29,"44,183",72,Sports,Toei Animation,R+ - Mild Nudity,Shounen,N/A,#2637,Manga,#2430
630,Angel Heart,TV,50,7.29,"15,534",66,Action,TMS Entertainment,PG-13 - Teens 13 or older,Seinen,N/A,#4412,Manga,#2431
631,Another: The Other - Inga,OVA,1,7.29,"168,250",155,Horror,P.A. Works,R - 17+ (violence & profanity),N/A,N/A,#1021,Novel,#2432
632,Answer (2016),Music,1,7.29,"6,974",15,Drama,Shaft,PG-13 - Teens 13 or older,Seinen,Music,#6102,Manga,#2433
633,Blood Lad,TV,10,7.29,"594,776","1,808",Action,Brain's Base,PG-13 - Teens 13 or older,Seinen,Demons,#240,Manga,#2434
634,Bokura ga Ita,TV,26,7.29,"209,539","1,841",Drama,Artland,PG-13 - Teens 13 or older,Shoujo,N/A,#832,Manga,#2435
635,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,OVA,1,7.29,"52,822",70,Comedy,Silver,PG-13 - Teens 13 or older,Shounen,Harem,#2411,Manga,#2436
636,Bubblegum Crisis,OVA,8,7.29,"39,662",391,Adventure,AIC,PG-13 - Teens 13 or older,Shounen,Mecha,#2790,Original,#2437
637,Cheonnyeon-yeowoo Yeowoobi,Movie,1,7.29,"12,902",42,Drama,Sunwoo Entertainment,PG - Children,N/A,N/A,#4723,Original,#2438
638,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Movie,1,7.29,"3,952",10,Comedy,Shin-Ei Animation,G - All Ages,Seinen,N/A,#7630,Manga,#2439
639,Doraemon Movie 15: Nobita to Mugen Sankenshi,Movie,1,7.29,"4,738",1,Adventure,add some,PG - Children,N/A,N/A,#7117,Unknown,#2440
640,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,Movie,1,7.29,"3,548",2,Adventure,Shin-Ei Animation,PG - Children,N/A,N/A,#7907,Manga,#2441
641,El Hazard: The Magnificent World,OVA,7,7.29,"16,342",86,Adventure,AIC,PG-13 - Teens 13 or older,N/A,N/A,#4330,Original,#2442
642,Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,ONA,4,7.29,899,7,Action,Original Force,PG-13 - Teens 13 or older,N/A,Historical,#11341,Novel,#2443
643,Fullmetal Alchemist: The Sacred Star of Milos,Movie,1,7.29,"162,705",135,Action,Bones,R - 17+ (violence & profanity),Shounen,Military,#1064,Manga,#2444
644,Galaxy Angel 3,TV,26,7.29,"8,559",22,Comedy,Madhouse,PG - Children,N/A,N/A,#5604,Original,#2445
645,Gosho Aoyama's Collection of Short Stories,Special,7,7.29,"5,002",7,Adventure,TMS Entertainment,PG-13 - Teens 13 or older,Shounen,Police,#6946,Unknown,#2446
646,Grimm Masterpiece Theater II,TV,23,7.29,"2,224",2,Adventure,Nippon Animation,G - All Ages,Kids,N/A,#9086,Other,#2447
647,Gunsmith Cats,OVA,3,7.29,"38,708",257,Action,OLM,PG-13 - Teens 13 or older,Seinen,Police,#2832,Manga,#2448
648,Hana to Alice: Satsujin Jiken,Movie,1,7.29,"32,927",168,Drama,Steve N' Steven,PG-13 - Teens 13 or older,N/A,N/A,#3113,Original,#2449
649,Hanamaru Youchien,TV,12,7.29,"71,599",173,Comedy,Gainax,PG-13 - Teens 13 or older,Seinen,N/A,#1994,Manga,#2450
650,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,OVA,1,7.26,"47,289",41,Comedy,TYO Animations,PG-13 - Teens 13 or older,Shoujo,School,#2548,Manga,#2601
651,Ookiku Furikabutte: Kihon no Kihon,Special,1,7.26,"12,043",13,Drama,A-1 Pictures,G - All Ages,Seinen,N/A,#4878,Manga,#2602
652,Osomatsu-san: Ouma de Kobanashi,Special,1,7.26,"7,948",8,Comedy,Studio Pierrot,R - 17+ (violence & profanity),N/A,Parody,#5778,Manga,#2603
653,Petshop of Horrors,TV,4,7.26,"56,219",323,Horror,Madhouse,R - 17+ (violence & profanity),Josei,N/A,#2322,Manga,#2604
654,Seijo no Maryoku wa Bannou Desu,TV,12,7.26,"110,057",689,Fantasy,Diomedéa,PG-13 - Teens 13 or older,N/A,N/A,#1470,Light novel,#2605
655,Shingeki no Kyojin: Ano Hi Kara,Special,1,7.26,"116,635",292,Action,Wit Studio,R - 17+ (violence & profanity),Shounen,Super Power,#1411,Manga,#2606
656,Sidonia no Kishi Movie,Movie,1,7.26,"10,718",7,Action,Polygon Pictures,R - 17+ (violence & profanity),Seinen,Mecha,#5115,Manga,#2607
657,Sukitte Ii na yo.: Dareka ga,OVA,1,7.26,"55,294",30,Romance,Zexcs,PG-13 - Teens 13 or older,Shoujo,School,#2347,Manga,#2608
658,Tales of Zestiria the Cross: Saiyaku no Jidai,Special,1,7.26,"56,681",25,Action,ufotable,PG-13 - Teens 13 or older,N/A,N/A,#2307,Game,#2609
659,Tiger Mask,TV,105,7.26,"8,612",61,Action,Toei Animation,PG-13 - Teens 13 or older,Shounen,N/A,#5591,Manga,#2610
660,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,Movie,1,7.26,"142,828",222,Action,Seven Arcs Pictures,PG-13 - Teens 13 or older,Shounen,Harem,#1211,Manga,#2611
661,Utawarerumono: Itsuwari no Kamen,TV,25,7.26,"95,611",350,Action,White Fox,PG-13 - Teens 13 or older,N/A,N/A,#1662,Visual novel,#2612
662,Witch Hunter Robin,TV,26,7.26,"100,542",526,Action,Sunrise,PG-13 - Teens 13 or older,N/A,Police,#1591,Original,#2613
663,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,Special,1,7.26,"84,153",120,Comedy,J.C.Staff,PG-13 - Teens 13 or older,N/A,Harem,#1803,Light novel,#2614
664,Nagasarete Airantou,TV,26,7.25,"90,601",359,Comedy,feel.,PG-13 - Teens 13 or older,Shounen,Harem,#1714,Manga,#2615
665,Needless,TV,24,7.25,"131,543",508,Action,Madhouse,R - 17+ (violence & profanity),Seinen,Super Power,#1293,Manga,#2616
666,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Movie,1,7.25,"58,050",14,Adventure,Toei Animation,PG-13 - Teens 13 or older,Shounen,N/A,#2276,Manga,#2617
667,Onegai My Melody: Kuru Kuru Shuffle!,TV,52,7.25,"4,106",17,Comedy,Studio Comet,PG - Children,N/A,N/A,#7518,Unknown,#2618
668,Outbreak Company,TV,12,7.25,"306,972",821,Comedy,feel.,PG-13 - Teens 13 or older,N/A,Harem,#548,Light novel,#2619
669,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Movie,1,7.25,"19,194",18,Adventure,add some,PG-13 - Teens 13 or older,Shounen,N/A,#4012,Manga,#2620
670,Seikai no Senki Special,Special,1,7.25,"3,088",2,Action,Sunrise,PG-13 - Teens 13 or older,N/A,Military,#8240,Light novel,#2621
671,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",Special,1,7.25,"6,915",4,Action,Production I.G,PG-13 - Teens 13 or older,N/A,Historical,#6118,Unknown,#2622
672,Shuangsheng Lingtan,ONA,20,7.25,"12,378",27,Mystery,B.CMAY PICTURES,R - 17+ (violence & profanity),N/A,Psychological,#4823,Manga,#2623
673,Super Robot Taisen OG: The Inspector,TV,26,7.25,"8,466",36,Action,Asahi Production,PG-13 - Teens 13 or older,N/A,Mecha,#5624,Game,#2624
674,Taisou Zamurai,TV,11,7.25,"46,413",118,Sports,MAPPA,PG-13 - Teens 13 or older,N/A,N/A,#2578,Original,#2625
675,Tekken Chinmi,TV,20,7.25,"3,828",8,Action,Production Reed,PG-13 - Teens 13 or older,Shounen,Historical,#7698,Manga,#2626
676,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,TV,12,7.25,"33,059",61,Action,AIC Spirits,R - 17+ (violence & profanity),N/A,Martial Arts,#3098,Game,#2627
677,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,Special,1,7.25,"12,386",53,Action,Wit Studio,R - 17+ (violence & profanity),N/A,Music,#4830,Original,#2628
678,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,OVA,2,7.25,"11,429",9,Action,Studio Pierrot,PG-13 - Teens 13 or older,Shounen,N/A,#4998,Manga,#2629
679,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,Movie,1,7.25,"173,266",478,Romance,Qualia Animation,PG-13 - Teens 13 or older,N/A,School,#995,Music,#2630
680,Abenobashi Mahou☆Shoutengai,TV,13,7.25,"77,633",294,Comedy,Gainax,R+ - Mild Nudity,N/A,Parody,#1902,Original,#2631
681,Air Movie,Movie,1,7.25,"56,849",116,Drama,Toei Animation,PG-13 - Teens 13 or older,N/A,N/A,#2304,Visual novel,#2632
682,Ajin Part 2: Shoutotsu,Movie,1,7.25,"23,570",9,Action,Polygon Pictures,R - 17+ (violence & profanity),Seinen,N/A,#3677,Manga,#2633
